blogpost_id,url,user,date,text,sentiment,toxicity
17,https://buffalochronicle.com/2019/02/15/with-liberals-in-crisis-mode-ndp-may-select-wilson-raybould-as-leader/,13,3/17/19 16:07,I am not sure if JWR is the answer but Horwath should have been replaced after the last disastrous election 46 years ago At the Provincial conference I tried my best to persuade delegates to vote for a leadership review but they were too cowardly to do so The most common excuses voiced were That would require a leadership convention and might interfere with the upcoming federal election we are likely to win along with I agree Andrea leaves a lot to be desired but who will replace her Personally I f3lt any change would be for the better but my hope was that Jagmeet Singh would take over leadership of the provincial wing As a result of the lack of courage on the part of delegates Andrea was left in charge and has just blown another election As for the federal election I stood in the Jack Layton building and informed the pompous ass who had just admitted to the specious reason they were rejecting me as a candidate that he was a fool and that it seemed their entire strategy for the upcoming election was based on fear of losing I pointed out that no decision based on fear is ever a good decision and the NDP would lose badly if they did not revise this idiotic strategy They didntthen they did losebadly,0.058889,0.5408382
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,14,2/20/19 2:00,BMO led an IPO of Bill Morneaus Morneau Sobeco as an income trust in mid2000s The only equity analyst covering the company at the time was BMOs According to GlobeMail Evan Siddall CEO of Canada Mortgage and Housing Corporation helped broker the pipeline deal with Kinder Morgan because a he is a longtime friend of Bill Morneau b used to be a CEO of an Cdn oilpatch company c used to work for BMO and Goldman as investment banker,0,0.008262819
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,2,2/20/19 22:00,will we ever get the truth,0,0.051957604
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,15,2/21/19 3:02,The TRUTH You cant HANDLE the truth If I may plagerise Jack Nicholson ,0,0.28996465
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,16,2/28/19 11:47,nope,0,0.016224425
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,17,4/17/19 9:22,the truth will always come out if more than one person is involved and in this case there are many crooks in the liberal party that had their fingers in the pot and they will all squeal on each other in order to save themselves,0.291667,0.4336022
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,18,2/21/19 14:42,Nobody is better at organised crime than liberals Most criminals deviants and parasites are liberals Remember the Clinton Crime syndicate As they did last election these foreigners will be actively participating in the next Canadian election on Oct21 2019 where the liberals will be struggling to make Canadians forget their criminal racist and traitorous behaviour of the past 3 12 years,0.030952,0.62842584
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,19,2/21/19 15:17,Keneks comment reeks of ideologicalpartisan conspiracy fearmongering It appears to me that there is a lot of pragmatic governing going with the intent to protect the economic interests of the Canadian economy as this administration attempts to put policies in place to transition our energy sector and diversify the economy Governing is messy business Id like to know what the Cons solutions to the issues facing Canadians are other than privatizing and austerity which are not in the public interest,-0.03125,0.15990941
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,20,2/21/19 18:04,Are you for realcons of fearmongeringdont know what your smoking but you should quitSo your thoughts are obvious no energy sectorgive billions away to other countries some of which have terrible human rights violations millions to terroristsmillions to countries that support terrorists suppression of free speachhigh unemploymentall this from yours frickin truly the lieall party of Canada,-0.145,0.7388681
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,2,2/23/19 2:42,Gerald Butts is that you,0,0.45973372
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,21,2/24/19 14:13,They would have allowed KM to build the pipeline Case closed,-0.1,0.060469948
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,22,3/17/19 8:48,It looks like the rot is deeper than originally thought This is not fearmongering This gvt puts itself and its supporters before Canadians we just foot the bill We arent talking about Conservatives here we are talking about the corrupt Libranos They are dirty,-0.241667,0.66553557
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,23,2/21/19 17:49,Landdesigner blurtsIt appears to me that there is a lot of pragmatic governing going with the intent to protect the economic interests of the Canadian economy How is buying a pipeline for billions and then refusing to appeal a questionable court ruling against that pipeline helping the Canadian economy,-0.15,0.07563999
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,2,2/22/19 22:15,Since they were waiting for todays NEB report an appeal was unnecessary,-0.4,0.043825086
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,23,2/22/19 22:45,The NEB is recommending the project be approved subject to 16 new recommendations in addition to the 156 conditions it had proposed in its previous recommendation and Natural Resources Minister Amarjeet Sohi ordered a new round of consultations with affected Indigenous groups then Opposing groups including environmentalists and some First Nations have continued to oppose the pipeline on the grounds that it poses a threat to the West Coast and the endangered Southern Resident Killer Whale population The question is how long before it is in front of the courts AGAIN,0.004377,0.05232139
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,24,2/27/19 0:12,what is an appropriate prison sentence liberals involved ,0.5,0.15133835
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,25,4/4/19 16:45,I have just found Your paper today I am in Canada and can see a lot of truth in what I am reading about the Liberals and Justin Trudeau SNCLavalin is involved in so many large projects 528 Billion I hope Your paper chases down the work that They are involved in Thanks and stay strong to the truth,0.238413,0.08535486
18,https://buffalochronicle.com/2019/02/19/scheer-wants-bmo-and-treasury-official-questioned-in-snc-lavalin-probe/,26,10/9/19 19:36,Trudeau Mr Dressup went to India and gave India 750 million Canadian Taxpayer dollars Trudeau returns to Canada Two weeks after Trudeau the French President Marcon goes to India and goes home with a 600 million dollar Order for a new French reactor Looks like Trudeau is creating jobs in France for Marcon his bromance buddy But it may be possible that a little of that 750 million Canada gave India may go to SNC Lavalin for site engineering services for the French reactor No One in Canada will investigate this angle,-0.008523,0.13396592
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,27,2/25/19 14:16,The author of article should check the facts before putting them to print Wernick was not sworn in  was not under oath  the Conservatives requested he be sworn in but the Liberal majority turned down the motion  the Liberal chairman stated they have never done in past and they wont do it now,-0.202778,0.17259715
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,28,2/25/19 15:57,The author clearly states that Despite demands from opposition party members Wernick did not offer his testimony under oath,0.1,0.059665248
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/26/19 0:01,Right ,0.285714,0.06208855
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,29,2/26/19 0:17,But the reporter states Wernick also admitted under oath that his motives and the motives of his coconspirators were economic and political in nature,0.1,0.11155572
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,30,2/26/19 18:08,I can not see in this article where it says it that Wernick was sworn in,0,0.08727688
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,3/1/19 12:26,Read the Note under the article They made a correction,0,0.027846389
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/28/19 1:39,Throw every liberal in jail better yet send them all to Iran or Syria let the big sort it out crooked bastards my grandma had more integrity in her little finger disgraces every one of you,0.11875,0.90293574
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,3/2/19 15:59,The article clearly states Wernick was not under oath,0.1,0.10397168
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,31,3/10/19 21:19,That has since been corrected,0,0.060207933
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,32,2/25/19 16:17,Very accurate nonpartisan and neutrally written article,0.52,0.032033503
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,33,2/25/19 16:35,please please please let this be true,0.35,0.032462623
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,34,2/25/19 16:43,Rats first Women and children last,0.125,0.6826197
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,35,2/25/19 18:05,No loss if he leaves Just another career politician who lost his way once getting his place at the trough,0,0.20719786
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,36,2/26/19 14:08,I get the impression hes the type that didnt so much lose his way once getting power as one who fought tooth and nail to get power so he could facilitate his own corrupt intentions,0.1,0.15911217
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/25/19 20:21,Lets get this mess over with as soon as posible so that the people who were elected to run this great nation can get back to work,0.208333,0.23092172
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,3/3/19 2:54,It will be run better October 2019,0.5,0.09872117
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,37,2/25/19 21:29,Here we go again a lazy journalist Research is important before you publish an article Mr Wearnick never admitted that he pressured our former AG or that he conspired with our government to save SNCLavalin Your journalist might want to listen to the tape httpsyoutubetXoffOVdd8U,0.05,0.41295007
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,38,2/26/19 0:05,Wearnick most certainly admit that he and others applied pressure on WilsonRaybould He claimed that no undue pressure was applied Any concerted pressure in an attempt to change the ministers decision is undue and criminal,0.104762,0.19310342
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,39,2/25/19 21:43,There seems to be some confusion between Wernicks public omments and alleged private testimony here I believe the author is talking about both matters Comments Wernick make under oath and comments in open house,-0.025,0.14569275
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,40,2/27/19 17:20,Good grief what color is the sky in YOUR world,-0.05,0.18628211
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,41,2/26/19 2:14,This article is complete nonsense Its so bad I dont even know where to start Lets just say the RCMP are not involved at all No one in the government has done anything wrong Any an all allegations are based on gossip and speculation from unreliable sources Michael Wernick is not in any trouble The committee was impressed with his clarity and candour Wernick said all discussions with the attorney General were appropriate and ethical T,0.05625,0.36691704
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/26/19 14:55,This liberal government is so fucking corrupt you French cocksuckers I hope u freeze in hell,-0.25,0.937417
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,42,2/28/19 1:28,I do believe that you are going to eat your words very soon Lol,0.5,0.27989608
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,43,2/28/19 4:20,I read your note with amusement at best It is obvious your are blindly in love with the Liberals which is fine however that alone does not give you license to publicly present yourself as a complete nitwit as you managed to do with your writing above Out of kindness I will refrain from saying more,0.330208,0.53129756
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/28/19 5:07,Omg did you drink the kool aid I feel sorry for you,-0.5,0.12439747
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,44,3/3/19 17:24,This article well words not out on that yet But your statement is complete bias nonsense Wernicks last testimony which wasnt under oath was so ladden with damming evidence that it created his 2nd appearance this time under oath,0.033333,0.44370997
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,45,3/18/19 23:30,bhurley says The committee was impressed with his clarity and candour as tho this polyspeak is sincere Too funny Oh yeah and Wernick resigned today because no in government has done anything wrong perfection where you least expect it I hope you are a shill because if you are just an average voter I very much fear for my country ,0.151429,0.304265
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,46,2/26/19 8:16,Excellent reporting So beyond tired of leftbiased media writing whitewashed articles Thank you,0.3,0.21054487
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,2,2/26/19 20:25,Throw all these jerks in jail Thats what would happen to you or me Or can they bribe their ways out of this one Canada is turning into a cess pool,-0.1,0.83785176
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,47,2/28/19 5:57,RCMP need to stop being baggage boys at the border leave people alone for voicing an opinion and go after this Trudeau when are they going to get off their asses and do their job instead of harassing people or was the payoff that big no ones supposed to be above the law,0,0.6105824
19,https://buffalochronicle.com/2019/02/25/michael-wernick-is-preparing-to-depart-the-trudeau-government-imminently/,48,4/6/19 10:38,The rcmp looking into things is just a diligence smoke screen If Trudeau and his corrupt posse were concerned about an actual investigation they wouldnt have their paid for media CBC CTV already testing the public waters on Snc dpa now being possible,-0.125,0.38419622
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,2,2/28/19 18:53,thy or whoever it is should be made 2 bring out the truth about this corruptive PM and that stupid and uneducated government,-0.8,0.8811492
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,49,3/1/19 23:37,who wrote this article,0,0.038206793
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,50,3/9/19 9:03,What would Frank Iacobucci do,0,0.087426856
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,51,3/9/19 17:34,I think the next leader whoever heshe may be needs to be very carefully thought in light of all this and other issues,0.03625,0.067224786
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,52,3/9/19 19:09,Like they always say follow the money and you will find the truth,0,0.070795454
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,50,3/10/19 0:11,Should the next leader of the Liberal party be a woman that could be very positive considering the character of Jody WilsonRaybould and Jane Philpott Itd be a disaster though if Chrystia Freeland advanced despite the series of messes in her Ministry Add to those problems Freeland has helped propagate the Magnitsky hoax and her personal politics and background leave her blind to the dangers created through her support of international conman convicted taxevader Bill Browder and such harmful actors,0.027922,0.2202751
20,https://buffalochronicle.com/2019/02/27/trudeau-still-wont-let-wilson-raybould-talk-about-bmo-kinder-morgan-or-brison-at-house-hearings/,53,3/10/19 21:02,Chrystia Freeland should be named Chrystia FREE LOADER,0.4,0.24687466
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,54,3/6/19 14:51,httppresscorecacanadaelectionsactprovidesmotiveforthedoublehomicideofhoneybarryshermanfbclidIwAR2uJ1BWt85b2Cx4gtVPV1dMSIt7QNaiXvHiNUPguu9i4uDgnZGBODuO6M0 Deep and penetrating and Butts and JT go perfectly hand in hand Justins corruption and law breaking started before he started pretending to be PM Butts as JTs fixit man goes way back just makes you wonder who killed the Shermans Give it some deep and penetrating thought,0.16,0.5933202
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,55,3/8/19 18:31,yes I wonder why none of this is being investigated,0,0.042376917
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,56,3/6/19 15:56,If Nationally I was known for having a deep and penetrating relationship with a member of my same sex I might also begin to question my orientation,0,0.576089
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,57,3/6/19 16:23,Why do you think justin is attending all those gay pride parades and hangs out with drag queens Only a blind person didnt see his orientation from the start BI for sure,0.119583,0.45309123
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,58,3/6/19 16:29,I think thats what theyre inferring And I can believe it He would do that to Butts for sure to control him Butts seems honestly hurt when Trudeau goes against him,0.55,0.43952385
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/7/19 17:45,Thats why the past politicians legalized same sex lowered the age of consent so that their children could walk carefree through a country with no values no dicipline Anything goes Even tho they are now genderless they are not breaking any laws only values that the world has lived by since the beginning of time They can say there is no God but when their time on earth is finished they will stand naked before God They can deny all they want but they will know the truth in the end They may think they have no one to be accountable to It will be a moment of truth The blood of Canadian people that have died because of their selfish decisions they have made will be on their hands as evidence of their selfish useless lives They dont have a con science This is the genderless society they are convicts of science conscience The curse will follow their generations until the curse has been broken in each generation for four years,-0.26875,0.43178353
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/8/19 0:07,You are insane,-1,0.832356
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/8/19 14:09,What a complete moron,-0.35,0.9501479
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,59,3/8/19 16:06,How do you know you will stand before God naked Have you been there before Politicians needs to learn what is truth and what is denial You cant learn that in schools must be learned at home It seems a lot of no color skin parents failed in that department Hoka,-0.390625,0.4960586
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,55,3/8/19 18:34,oh leave religion out of it for petes sake,0,0.22402231
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/20/19 18:55,amen,0,0.066171825
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,60,3/6/19 21:18,Zero Point Energy is working Trudeau knows all about it Why dont you httpsufodigestcomarticlejustintrudeau1221,0,0.18061835
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,61,3/6/19 22:03,Its also no surprise that Butts would refuse to testify under oath he wanted to be able to get away with lying Nor was it a surprise that the caucus would strike down a perfectly reasonable proposition simply on account of the party that proposed it,0.136111,0.33027378
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,62,3/6/19 23:10,ANYONE who testifies MUST do so under oath If not under oath then ANYTHING they say MUST be considered BULLSHIT Especially if taking an oath is REFUSED Think people Think Butts is a flimflam assbandit Hes come to take your money your freedom your faith your trust your future your familys future and anything else he can take Hes still working with Hotsox Hes just not being paid for directly ahem presently by the PMO He said he spent the last while since resigning going through his texts etc He has NO RIGHT to have access to those as once no longer employed by the PMO his devices and access to the data were to be disallowed Yet he has access maybe a friend gave him a secret pass hmm My GREAT fear is that this SNC bullshit is simply a smokescreen for something MUCH MUCH bigger going on with the UN Soros Bildeberg etc Any hackers out there Ill pay you to dig,0.021429,0.66553557
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,63,3/7/19 6:50,They all took the oath when sworn into office Does that mean nothing Why bother then its a waste money and again,-0.25625,0.36263436
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/7/19 12:13,Butts didnt as he was an employee not voted in so he doesnt have to,0,0.43990642
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,38,3/8/19 15:20,Who wrote this,0,0.047861483
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,3/13/19 17:27,Who wrote this article,0,0.038206793
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,64,3/17/19 14:06,I am sure these two guys have penetrated each other,0.1875,0.68745756
35,https://buffalochronicle.com/2019/03/06/deep-and-penetrating-relationship-may-taint-butts-testimony/,2,1/5/20 18:22,I am not at all shocked have many questions myself,-0.1,0.051647916
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,65,3/12/19 7:02,Wow As a Canadian personkind Im embarrased to say I havent seen ANYTHING this good in any of our generally pathetic JustinJourno BoughtMedia Canadian LSM I mean you dont expect nything meaningful in the Red Star or the CBC of course but still Loved the LavScam list of lobbying at the end of the article showing the Laurentian Elite selffellating Former Supreme and NoShrinkingViolet Wacobucci makes an excellent pimp for this,0.190278,0.53577846
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,66,3/15/19 15:23,Agreed a remarkably insightful piece that should have been authored by someone in our country Canada Thank you,0.9375,0.034509655
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,8,3/15/19 17:26,I am sure that someone from Canada did write it Wonder why published in US risk of attack by someone for libel,0.5,0.2054916
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,67,3/23/19 15:51,No media has discussed Gywn Morgan In the Scandal he was the Director in 2011 when all the law breaking occured He was also best friend of PM Harper Just a farm boy from Alberta but still a kingpin Please if you write a story about this in the US at least do some research The minute the story broke Morgan resigned and isnt mentioned anywhere as architect of the whole Libyan mess,0.18125,0.11469748
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,68,3/24/19 11:01,Nice try at deflection LIEBrawl,0.6,0.27769834
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,69,3/12/19 14:43,Very interesting piece Why is there no byline Who wrote it It is hard to tell if this is credible without seeing what else the author has written,0.252778,0.065990426
29,https://buffalochronicle.com/2019/03/11/political-grandmaster-frank-iacobucci-is-at-the-center-of-snc-lavalin-kinder-morgan-scandals/,70,3/12/19 22:42,perhaps Iacobucci Trudeau Butts and Wernick can all share a cell together would be fun to see a former SC judge get jailed,0.15,0.40201062
